amount,method,bank,hour,day_of_week,prior_retries,is_new_customer,error_code,reason,bucket,retry_success
2141,UPI,HDFC Bank,3,2,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
522,UPI,Kotak Mahindra,0,6,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
591,Card,SBI,21,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1829,UPI,ICICI Bank,13,4,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2083,UPI,Yes Bank,4,6,2,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2551,Card,Axis Bank,20,6,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3559,UPI,ICICI Bank,22,5,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1442,Netbanking,Kotak Mahindra,6,1,0,0,GATEWAY_ERROR,issuer_risk_block,invalid,0
6799,Netbanking,Axis Bank,17,5,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1838,Card,Axis Bank,7,4,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
267,UPI,HDFC Bank,19,0,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1746,Card,SBI,11,4,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1423,UPI,Yes Bank,16,6,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
775,UPI,Kotak Mahindra,9,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
6393,UPI,SBI,21,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1044,UPI,Kotak Mahindra,13,4,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
6125,Card,Yes Bank,3,2,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1791,Netbanking,ICICI Bank,7,4,0,0,GATEWAY_ERROR,internal_error,timeout,1
5755,UPI,HDFC Bank,4,5,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1106,Netbanking,Kotak Mahindra,6,4,3,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2228,UPI,Kotak Mahindra,3,1,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2911,Netbanking,SBI,5,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
2631,Card,HDFC Bank,0,5,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1244,Wallet,HDFC Bank,19,2,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
1839,Wallet,SBI,0,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
156,Card,Yes Bank,1,6,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
2370,Wallet,SBI,3,6,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
9684,Wallet,Yes Bank,12,0,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3403,Card,HDFC Bank,1,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,dropoff,1
1128,UPI,ICICI Bank,16,5,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2534,UPI,Axis Bank,20,6,1,0,BAD_REQUEST_ERROR,otp_timeout,invalid,1
4518,UPI,Axis Bank,5,6,1,0,BAD_REQUEST_ERROR,invalid_cvv,dropoff,1
648,UPI,SBI,23,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1018,UPI,Yes Bank,16,3,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1315,Wallet,IDFC First,17,5,1,1,GATEWAY_ERROR,issuer_unavailable,funds,0
488,Wallet,Kotak Mahindra,23,0,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3045,Card,Yes Bank,5,4,0,0,GATEWAY_ERROR,internal_error,timeout,1
597,UPI,HDFC Bank,19,6,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
4351,Card,IDFC First,18,4,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
262,Wallet,ICICI Bank,16,2,0,0,GATEWAY_ERROR,internal_error,timeout,1
653,Card,Yes Bank,9,6,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
12806,UPI,HDFC Bank,16,2,2,1,GATEWAY_ERROR,internal_error,timeout,1
1267,Netbanking,IDFC First,22,6,1,0,BAD_REQUEST_ERROR,insufficient_funds,risk,0
5200,Card,Axis Bank,22,3,3,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1392,Netbanking,ICICI Bank,19,0,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
513,Wallet,Kotak Mahindra,19,3,1,1,GATEWAY_ERROR,internal_error,timeout,0
2095,UPI,Axis Bank,15,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
1761,Card,Yes Bank,2,1,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
724,Card,Axis Bank,11,3,3,1,BAD_REQUEST_ERROR,invalid_expiry,timeout,1
2389,UPI,Yes Bank,23,4,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
424,Netbanking,ICICI Bank,4,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1160,UPI,Yes Bank,9,0,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1299,UPI,Yes Bank,5,0,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1755,Card,Axis Bank,0,6,0,0,BAD_REQUEST_ERROR,invalid_cvv,risk,0
1587,UPI,IDFC First,17,1,0,0,GATEWAY_ERROR,internal_error,timeout,1
416,Card,IDFC First,13,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
914,UPI,Yes Bank,2,6,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
3480,Card,ICICI Bank,5,0,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
549,Card,SBI,22,1,3,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
975,Netbanking,IDFC First,2,5,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
607,Wallet,Axis Bank,11,5,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2444,Netbanking,ICICI Bank,17,2,3,0,GATEWAY_ERROR,internal_error,timeout,0
12065,Netbanking,IDFC First,10,4,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2740,Netbanking,SBI,6,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
669,UPI,Yes Bank,8,2,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,0
2048,Card,SBI,7,4,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
3316,Wallet,Kotak Mahindra,7,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
6200,UPI,Axis Bank,14,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
2863,Netbanking,SBI,22,2,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
2008,Wallet,Axis Bank,0,5,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
868,UPI,Kotak Mahindra,20,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
3162,Wallet,IDFC First,13,2,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
749,UPI,Kotak Mahindra,2,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1938,Netbanking,SBI,21,5,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
763,Card,Yes Bank,19,3,2,0,GATEWAY_ERROR,issuer_risk_block,dropoff,1
652,Card,IDFC First,3,4,0,0,GATEWAY_ERROR,internal_error,timeout,1
2837,UPI,HDFC Bank,12,4,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2418,Card,IDFC First,17,4,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2750,Card,Axis Bank,17,3,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1841,UPI,Yes Bank,11,0,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2876,Card,Axis Bank,15,3,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3004,UPI,ICICI Bank,23,5,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
103,Wallet,Axis Bank,2,3,2,0,BAD_REQUEST_ERROR,user_cancelled,invalid,0
3511,UPI,HDFC Bank,19,6,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
353,Netbanking,Kotak Mahindra,9,5,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
971,UPI,ICICI Bank,23,5,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1801,UPI,ICICI Bank,22,6,1,1,GATEWAY_ERROR,internal_error,timeout,1
12989,Card,Axis Bank,19,3,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
895,Card,Kotak Mahindra,19,1,3,1,GATEWAY_ERROR,issuer_risk_block,risk,0
3608,Netbanking,Axis Bank,20,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3515,Wallet,Yes Bank,10,0,3,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1181,UPI,Yes Bank,23,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1669,Card,HDFC Bank,6,6,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
151,Card,Axis Bank,15,4,0,1,GATEWAY_ERROR,internal_error,timeout,1
588,UPI,Yes Bank,2,0,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
601,Card,Yes Bank,23,6,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1463,Card,HDFC Bank,10,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3443,UPI,Kotak Mahindra,10,2,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
5965,UPI,HDFC Bank,0,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
481,UPI,Axis Bank,5,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
2425,Card,ICICI Bank,3,3,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1912,Card,ICICI Bank,9,6,0,0,GATEWAY_ERROR,internal_error,timeout,1
19007,Card,HDFC Bank,20,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1368,Netbanking,HDFC Bank,20,1,2,0,GATEWAY_ERROR,internal_error,timeout,1
3753,UPI,IDFC First,18,2,2,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
9076,UPI,Axis Bank,9,1,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
4263,Netbanking,Yes Bank,5,6,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1993,Card,SBI,18,6,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1528,Netbanking,IDFC First,9,5,0,0,GATEWAY_ERROR,internal_error,timeout,0
6260,Wallet,Axis Bank,8,6,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
7012,Card,HDFC Bank,10,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2973,UPI,Yes Bank,6,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2683,UPI,HDFC Bank,22,2,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1015,Netbanking,Axis Bank,11,1,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
422,UPI,HDFC Bank,19,4,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1558,UPI,SBI,8,0,3,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
629,Card,Axis Bank,21,1,0,1,GATEWAY_ERROR,internal_error,timeout,0
430,UPI,Yes Bank,3,3,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
544,Card,Axis Bank,2,1,0,0,GATEWAY_ERROR,issuer_risk_block,decline,0
2577,Wallet,Axis Bank,7,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,timeout,0
3320,Wallet,HDFC Bank,18,0,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1068,UPI,Kotak Mahindra,9,3,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
6508,UPI,SBI,16,0,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
9156,UPI,Yes Bank,9,0,1,0,GATEWAY_ERROR,internal_error,timeout,0
1144,Card,Kotak Mahindra,5,3,1,0,BAD_REQUEST_ERROR,otp_timeout,decline,0
28180,UPI,Yes Bank,0,0,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2227,UPI,Yes Bank,10,6,0,0,GATEWAY_ERROR,internal_error,timeout,1
4788,Netbanking,IDFC First,23,5,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3067,UPI,IDFC First,15,1,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
5986,Card,Axis Bank,15,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2156,Wallet,HDFC Bank,19,5,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
906,Wallet,HDFC Bank,6,3,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
132,Card,Kotak Mahindra,4,4,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1332,UPI,IDFC First,10,2,0,0,GATEWAY_ERROR,internal_error,timeout,1
631,Card,IDFC First,2,3,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2344,UPI,ICICI Bank,3,4,0,0,GATEWAY_ERROR,internal_error,timeout,1
9378,Card,ICICI Bank,15,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
851,Card,Kotak Mahindra,15,2,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2342,Card,Axis Bank,4,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2535,Netbanking,Yes Bank,21,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2290,Card,Kotak Mahindra,3,4,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1273,Card,Kotak Mahindra,12,5,1,0,GATEWAY_ERROR,issuer_risk_block,timeout,1
367,UPI,Axis Bank,16,5,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
639,Card,Kotak Mahindra,6,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2050,Wallet,Yes Bank,7,4,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3854,Wallet,Yes Bank,17,4,2,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
794,Wallet,IDFC First,22,0,1,0,BAD_REQUEST_ERROR,issuer_general_decline,timeout,1
1091,UPI,SBI,19,4,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1594,UPI,Yes Bank,7,3,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1140,Netbanking,Kotak Mahindra,12,1,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1242,Netbanking,ICICI Bank,19,4,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
563,UPI,Kotak Mahindra,15,4,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1417,UPI,IDFC First,7,0,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2158,Card,HDFC Bank,21,6,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
14415,Netbanking,SBI,19,5,2,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
427,UPI,SBI,4,1,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3222,Netbanking,IDFC First,18,6,0,1,BAD_REQUEST_ERROR,user_cancelled,invalid,1
674,Card,Kotak Mahindra,12,5,3,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
6760,UPI,IDFC First,2,3,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
460,Card,HDFC Bank,12,1,3,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
3406,Netbanking,ICICI Bank,9,5,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3041,UPI,Axis Bank,11,6,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2372,UPI,SBI,4,3,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3195,Card,ICICI Bank,1,6,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
9761,UPI,Kotak Mahindra,23,3,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
2709,UPI,Kotak Mahindra,4,6,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
10426,Card,ICICI Bank,8,1,1,0,GATEWAY_ERROR,internal_error,timeout,1
4446,Card,ICICI Bank,1,5,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1538,UPI,Kotak Mahindra,9,5,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3018,Card,Yes Bank,5,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
510,Netbanking,Yes Bank,15,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1325,Card,SBI,22,1,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2386,Card,IDFC First,18,6,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
9056,UPI,SBI,8,1,3,1,BAD_REQUEST_ERROR,user_cancelled,invalid,0
673,Netbanking,Kotak Mahindra,19,0,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1811,Card,HDFC Bank,6,5,1,1,GATEWAY_ERROR,internal_error,timeout,1
159,Card,Yes Bank,7,2,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
16754,UPI,Yes Bank,12,5,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
649,Netbanking,IDFC First,6,3,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2667,Card,Kotak Mahindra,23,1,2,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
866,UPI,IDFC First,22,5,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
715,Netbanking,IDFC First,1,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
6225,UPI,Yes Bank,20,4,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1042,Wallet,ICICI Bank,14,4,1,0,GATEWAY_ERROR,issuer_unavailable,funds,0
18881,Card,HDFC Bank,14,1,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
3399,Card,SBI,22,6,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1137,UPI,Axis Bank,17,6,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1093,Netbanking,SBI,14,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2359,UPI,Kotak Mahindra,15,6,2,1,GATEWAY_ERROR,internal_error,timeout,0
2073,Wallet,Yes Bank,12,1,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1283,UPI,Yes Bank,10,1,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
4802,Netbanking,Yes Bank,6,5,1,0,BAD_REQUEST_ERROR,user_cancelled,funds,0
1657,UPI,ICICI Bank,14,2,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2950,Netbanking,Yes Bank,15,1,3,1,GATEWAY_ERROR,internal_error,timeout,1
6886,UPI,ICICI Bank,16,4,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1675,UPI,HDFC Bank,18,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
863,Wallet,Axis Bank,8,6,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1047,UPI,IDFC First,13,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
668,UPI,ICICI Bank,22,0,0,1,BAD_REQUEST_ERROR,issuer_general_decline,invalid,1
5494,Netbanking,Axis Bank,20,6,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
4803,Wallet,ICICI Bank,0,3,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
448,Wallet,HDFC Bank,17,0,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1832,UPI,HDFC Bank,13,1,2,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1384,Card,Kotak Mahindra,6,2,0,0,BAD_REQUEST_ERROR,invalid_cvv,risk,0
2091,UPI,Axis Bank,6,4,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2758,Card,IDFC First,21,3,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2841,UPI,IDFC First,14,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3802,Wallet,HDFC Bank,19,4,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1356,UPI,ICICI Bank,17,2,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1333,Card,Kotak Mahindra,21,4,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
10914,UPI,HDFC Bank,6,0,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
4697,UPI,Kotak Mahindra,5,3,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3790,Card,IDFC First,7,5,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2616,UPI,Yes Bank,4,6,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2804,Netbanking,IDFC First,1,5,1,0,GATEWAY_ERROR,internal_error,timeout,1
3406,Card,ICICI Bank,8,4,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
491,Card,Yes Bank,13,0,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1576,UPI,Axis Bank,4,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
2595,Card,Axis Bank,0,4,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
596,UPI,Kotak Mahindra,6,3,0,0,GATEWAY_ERROR,internal_error,timeout,1
2459,Card,Yes Bank,11,1,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
429,Card,IDFC First,14,2,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
843,Card,Yes Bank,15,2,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1228,Card,Yes Bank,19,4,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
7836,Card,SBI,0,5,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1314,Netbanking,ICICI Bank,20,6,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2315,UPI,Axis Bank,10,0,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1845,Card,IDFC First,16,0,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
7780,UPI,ICICI Bank,23,4,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
4483,UPI,Axis Bank,10,4,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
136,Netbanking,ICICI Bank,19,0,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1282,UPI,Axis Bank,20,0,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
418,UPI,ICICI Bank,12,3,2,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1697,Card,Axis Bank,7,2,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1104,Netbanking,HDFC Bank,14,4,3,0,GATEWAY_ERROR,internal_error,timeout,0
1202,Netbanking,Yes Bank,12,1,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2557,Card,IDFC First,0,6,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2775,Card,Yes Bank,13,0,2,1,GATEWAY_ERROR,issuer_risk_block,risk,0
5643,UPI,ICICI Bank,12,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1380,Card,Axis Bank,10,4,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
633,Card,Yes Bank,3,3,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2395,UPI,Axis Bank,11,5,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
3433,UPI,HDFC Bank,19,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,1
635,UPI,Axis Bank,13,0,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1530,Card,SBI,16,5,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2647,UPI,HDFC Bank,6,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
693,Netbanking,Axis Bank,3,2,3,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
881,Card,Kotak Mahindra,3,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
2418,Card,IDFC First,8,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
290,UPI,Axis Bank,15,0,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
969,UPI,Kotak Mahindra,13,6,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
3305,UPI,ICICI Bank,1,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
7516,UPI,Yes Bank,4,3,0,0,BAD_REQUEST_ERROR,otp_timeout,risk,0
1348,Wallet,Kotak Mahindra,6,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
759,Wallet,Yes Bank,2,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3922,Netbanking,Axis Bank,22,4,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1499,Netbanking,ICICI Bank,3,3,2,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1097,Card,Kotak Mahindra,21,0,1,0,BAD_REQUEST_ERROR,invalid_expiry,decline,0
5502,UPI,Axis Bank,18,3,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2800,Card,HDFC Bank,15,4,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
269,Card,ICICI Bank,21,4,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
6072,Card,Axis Bank,18,1,2,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
2240,Wallet,Axis Bank,3,3,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
590,Netbanking,Axis Bank,16,4,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
381,Wallet,IDFC First,22,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1688,Card,Yes Bank,15,2,2,0,GATEWAY_ERROR,internal_error,timeout,0
3423,UPI,Yes Bank,12,1,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
363,Wallet,IDFC First,9,1,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
547,Wallet,SBI,5,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1721,UPI,Axis Bank,5,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1080,Netbanking,IDFC First,2,1,3,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
10467,Card,SBI,22,2,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2559,UPI,ICICI Bank,19,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
5928,Netbanking,Axis Bank,2,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1333,UPI,Kotak Mahindra,16,4,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
4259,Card,Yes Bank,14,1,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
227,Netbanking,Axis Bank,21,1,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1272,UPI,IDFC First,14,3,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
5779,Card,SBI,20,0,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
5395,UPI,IDFC First,21,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
